FISCAL YEAR,AGENCY NAME AND NUMBER,COUNTY,EXPENDITURE CATEGORY,AMOUNT,NUMBER,AGENCY NAME
2023,696-TEXAS DEPARTMENT OF CRIMINAL JUSTICE,BELL,TRAVEL,458793.16,696,TEXAS DEPARTMENT OF CRIMINAL JUSTICE
2023,701-TEXAS EDUCATION AGENCY,BELL,TRAVEL,10813.06,701,TEXAS EDUCATION AGENCY
2023,709-TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BELL,TRAVEL,1424.5,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER
2023,710-TEXAS A&M UNIVERSITY SYSTEM,BELL,TRAVEL,371.73,710,TEXAS A&M UNIVERSITY SYSTEM
2023,711-TEXAS A&M UNIVERSITY,BELL,TRAVEL,9518.59,711,TEXAS A&M UNIVERSITY
2023,731-TEXAS WOMAN'S UNIVERSITY,BELL,TRAVEL,4816.84,731,TEXAS WOMAN'S UNIVERSITY
2023,745-UT HEALTH SCIENCE CENTER AT SAN ANTONIO,BELL,TRAVEL,209.6,745,UT HEALTH SCIENCE CENTER AT SAN ANTONIO
2023,755-STEPHEN F AUSTIN STATE UNIVERSITY,BELL,TRAVEL,4484.53,755,STEPHEN F AUSTIN STATE UNIVERSITY
2023,770-TEXAS A&M UNIVERSITY-CENTRAL TEXAS,BELL,TRAVEL,5073.83,770,TEXAS A&M UNIVERSITY-CENTRAL TEXAS
2023,771-TX SCHOOL F/T BLIND & VISUALLY IMPAIRED,BELL,TRAVEL,41.6,771,TX SCHOOL F/T BLIND & VISUALLY IMPAIRED
2023,772-TEXAS SCHOOL FOR THE DEAF,BELL,TRAVEL,731.46,772,TEXAS SCHOOL FOR THE DEAF
2023,781-TX HIGHER EDUCATION COORDINATING BOARD,BELL,TRAVEL,778.56,781,TX HIGHER EDUCATION COORDINATING BOARD
2023,802-PARKS & WILDLIFE DEPARTMENT,BELL,TRAVEL,18472.87,802,PARKS & WILDLIFE DEPARTMENT
2023,300-GOVERNOR - FISCAL,BELL,PROFESSIONAL SERVICE AND FEES,64441.67,300,GOVERNOR - FISCAL
2023,320-TEXAS WORKFORCE COMMISSION,BELL,PROFESSIONAL SERVICE AND FEES,75,320,TEXAS WORKFORCE COMMISSION
2023,403-TEXAS VETERANS COMMISSION,BELL,PROFESSIONAL SERVICE AND FEES,39210.75,403,TEXAS VETERANS COMMISSION
2023,450-DEPARTMENT OF SAVINGS & MORTGAGE LENDING,BELL,PROFESSIONAL SERVICE AND FEES,5587,450,DEPARTMENT OF SAVINGS & MORTGAGE LENDING
2023,503-TEXAS MEDICAL BOARD,BELL,PROFESSIONAL SERVICE AND FEES,2000,503,TEXAS MEDICAL BOARD
2023,513-TEXAS FUNERAL SERVICE COMMISSION,BELL,PROFESSIONAL SERVICE AND FEES,600,513,TEXAS FUNERAL SERVICE COMMISSION
2023,529-HEALTH AND HUMAN SERVICES COMMISSION,BELL,PROFESSIONAL SERVICE AND FEES,1875903.97,529,HEALTH AND HUMAN SERVICES COMMISSION
2023,530-DEPT OF FAMILY & PROTECTIVE SERVICES,BELL,PROFESSIONAL SERVICE AND FEES,158240.53,530,DEPT OF FAMILY & PROTECTIVE SERVICES
2023,537-DEPARTMENT OF STATE HEALTH SERVICES,BELL,PROFESSIONAL SERVICE AND FEES,428,537,DEPARTMENT OF STATE HEALTH SERVICES
2023,582-TX COMMISSION ON ENVIRONMENTAL QUALITY,BELL,PROFESSIONAL SERVICE AND FEES,659922.15,582,TX COMMISSION ON ENVIRONMENTAL QUALITY
2023,592-STATE SOIL AND WATER CONSERVATION BOARD,BELL,PROFESSIONAL SERVICE AND FEES,1276200.54,592,STATE SOIL AND WATER CONSERVATION BOARD
2023,601-TEXAS DEPARTMENT OF TRANSPORTATION,BELL,PROFESSIONAL SERVICE AND FEES,40044.39,601,TEXAS DEPARTMENT OF TRANSPORTATION
2023,644-TEXAS JUVENILE JUSTICE DEPARTMENT,BELL,PROFESSIONAL SERVICE AND FEES,2370,644,TEXAS JUVENILE JUSTICE DEPARTMENT
2023,696-TEXAS DEPARTMENT OF CRIMINAL JUSTICE,BELL,PROFESSIONAL SERVICE AND FEES,182106.43,696,TEXAS DEPARTMENT OF CRIMINAL JUSTICE
2023,701-TEXAS EDUCATION AGENCY,BELL,PROFESSIONAL SERVICE AND FEES,183269.25,701,TEXAS EDUCATION AGENCY
2023,709-TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BELL,PROFESSIONAL SERVICE AND FEES,3877.5,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER
2023,721-UNIVERSITY OF TEXAS AT AUSTIN,BELL,PROFESSIONAL SERVICE AND FEES,925,721,UNIVERSITY OF TEXAS AT AUSTIN
2023,732-TEXAS A&M UNIVERSITY-KINGSVILLE,BELL,PROFESSIONAL SERVICE AND FEES,21.32,732,TEXAS A&M UNIVERSITY-KINGSVILLE
2023,753-SAM HOUSTON STATE UNIVERSITY,BELL,PROFESSIONAL SERVICE AND FEES,5236.51,753,SAM HOUSTON STATE UNIVERSITY
2023,781-TX HIGHER EDUCATION COORDINATING BOARD,BELL,PROFESSIONAL SERVICE AND FEES,169813,781,TX HIGHER EDUCATION COORDINATING BOARD
2023,902-COMPTROLLER - STATE FISCAL,BELL,PROFESSIONAL SERVICE AND FEES,4200,902,COMPTROLLER - STATE FISCAL
2023,320-TEXAS WORKFORCE COMMISSION,BELL,PAYMENT OF INTEREST - DEBT SERVICE,37.35,320,TEXAS WORKFORCE COMMISSION
2023,601-TEXAS DEPARTMENT OF TRANSPORTATION,BELL,HIGHWAY CONSTRUCTION-CAPITAL OUTLAY,4096336.62,601,TEXAS DEPARTMENT OF TRANSPORTATION
2023,305-GENERAL LAND OFFICE,BELL,CAPITAL OUTLAY,743174.75,305,GENERAL LAND OFFICE
2023,601-TEXAS DEPARTMENT OF TRANSPORTATION,BELL,CAPITAL OUTLAY,-864106.47,601,TEXAS DEPARTMENT OF TRANSPORTATION
2023,696-TEXAS DEPARTMENT OF CRIMINAL JUSTICE,BELL,CAPITAL OUTLAY,31344.5,696,TEXAS DEPARTMENT OF CRIMINAL JUSTICE
2023,733-TEXAS TECH UNIVERSITY,BELL,CAPITAL OUTLAY,38336,733,TEXAS TECH UNIVERSITY
2023,103-TEXAS LEGISLATIVE COUNCIL,BELL,REPAIRS AND MAINTENANCE,31366,103,TEXAS LEGISLATIVE COUNCIL
2023,104-LEGISLATIVE BUDGET BOARD,BELL,REPAIRS AND MAINTENANCE,512.5,104,LEGISLATIVE BUDGET BOARD
2023,303-TEXAS FACILITIES COMMISSION,BELL,REPAIRS AND MAINTENANCE,37959.48,303,TEXAS FACILITIES COMMISSION
2023,304-COMPTROLLER OF PUBLIC ACCOUNTS,BELL,REPAIRS AND MAINTENANCE,2718,304,COMPTROLLER OF PUBLIC ACCOUNTS
2023,305-GENERAL LAND OFFICE,BELL,REPAIRS AND MAINTENANCE,13639.03,305,GENERAL LAND OFFICE
2023,307-SECRETARY OF STATE,BELL,REPAIRS AND MAINTENANCE,379,307,SECRETARY OF STATE
2023,356-TEXAS ETHICS COMMISSION,BELL,REPAIRS AND MAINTENANCE,122.5,356,TEXAS ETHICS COMMISSION
2023,362-TEXAS LOTTERY COMMISSION,BELL,REPAIRS AND MAINTENANCE,373.5,362,TEXAS LOTTERY COMMISSION
2023,401-TEXAS MILITARY DEPARTMENT,BELL,REPAIRS AND MAINTENANCE,1546.58,401,TEXAS MILITARY DEPARTMENT
2023,405-TEXAS DEPARTMENT OF PUBLIC SAFETY,BELL,REPAIRS AND MAINTENANCE,74894.44,405,TEXAS DEPARTMENT OF PUBLIC SAFETY
2023,452-TEXAS DEPT OF LICENSING & REGULATION,BELL,REPAIRS AND MAINTENANCE,105.99,452,TEXAS DEPT OF LICENSING & REGULATION
2023,457-TEXAS STATE BOARD OF PUBLIC ACCOUNTANCY,BELL,REPAIRS AND MAINTENANCE,1124,457,TEXAS STATE BOARD OF PUBLIC ACCOUNTANCY
2023,529-HEALTH AND HUMAN SERVICES COMMISSION,BELL,REPAIRS AND MAINTENANCE,25898.99,529,HEALTH AND HUMAN SERVICES COMMISSION
2023,530-DEPT OF FAMILY & PROTECTIVE SERVICES,BELL,REPAIRS AND MAINTENANCE,23780.41,530,DEPT OF FAMILY & PROTECTIVE SERVICES
2023,537-DEPARTMENT OF STATE HEALTH SERVICES,BELL,REPAIRS AND MAINTENANCE,5730.46,537,DEPARTMENT OF STATE HEALTH SERVICES
2023,555-TEXAS A&M AGRILIFE EXTENSION SERVICE,BELL,REPAIRS AND MAINTENANCE,2230.73,555,TEXAS A&M AGRILIFE EXTENSION SERVICE
2023,556-TEXAS A&M AGRILIFE RESEARCH,BELL,REPAIRS AND MAINTENANCE,23091.51,556,TEXAS A&M AGRILIFE RESEARCH
2023,582-TX COMMISSION ON ENVIRONMENTAL QUALITY,BELL,REPAIRS AND MAINTENANCE,125,582,TX COMMISSION ON ENVIRONMENTAL QUALITY
2023,592-STATE SOIL AND WATER CONSERVATION BOARD,BELL,REPAIRS AND MAINTENANCE,96.99,592,STATE SOIL AND WATER CONSERVATION BOARD
2023,601-TEXAS DEPARTMENT OF TRANSPORTATION,BELL,REPAIRS AND MAINTENANCE,182732.1,601,TEXAS DEPARTMENT OF TRANSPORTATION
2023,644-TEXAS JUVENILE JUSTICE DEPARTMENT,BELL,REPAIRS AND MAINTENANCE,339.62,644,TEXAS JUVENILE JUSTICE DEPARTMENT
2023,696-TEXAS DEPARTMENT OF CRIMINAL JUSTICE,BELL,REPAIRS AND MAINTENANCE,69717.79,696,TEXAS DEPARTMENT OF CRIMINAL JUSTICE
2023,732-TEXAS A&M UNIVERSITY-KINGSVILLE,BELL,REPAIRS AND MAINTENANCE,294.7,732,TEXAS A&M UNIVERSITY-KINGSVILLE
2023,733-TEXAS TECH UNIVERSITY,BELL,REPAIRS AND MAINTENANCE,9795,733,TEXAS TECH UNIVERSITY
2023,755-STEPHEN F AUSTIN STATE UNIVERSITY,BELL,REPAIRS AND MAINTENANCE,555,755,STEPHEN F AUSTIN STATE UNIVERSITY
2023,802-PARKS & WILDLIFE DEPARTMENT,BELL,REPAIRS AND MAINTENANCE,10319.72,802,PARKS & WILDLIFE DEPARTMENT
2023,102-HOUSE OF REPRESENTATIVES,BELL,COMMUNICATIONS AND UTILITIES,141,102,HOUSE OF REPRESENTATIVES
2023,305-GENERAL LAND OFFICE,BELL,COMMUNICATIONS AND UTILITIES,60643.98,305,GENERAL LAND OFFICE
2023,320-TEXAS WORKFORCE COMMISSION,BELL,COMMUNICATIONS AND UTILITIES,1155.45,320,TEXAS WORKFORCE COMMISSION
2023,362-TEXAS LOTTERY COMMISSION,BELL,COMMUNICATIONS AND UTILITIES,1447.75,362,TEXAS LOTTERY COMMISSION
2023,401-TEXAS MILITARY DEPARTMENT,BELL,COMMUNICATIONS AND UTILITIES,26132.18,401,TEXAS MILITARY DEPARTMENT
2023,403-TEXAS VETERANS COMMISSION,BELL,COMMUNICATIONS AND UTILITIES,42.79,403,TEXAS VETERANS COMMISSION
2023,405-TEXAS DEPARTMENT OF PUBLIC SAFETY,BELL,COMMUNICATIONS AND UTILITIES,11292.48,405,TEXAS DEPARTMENT OF PUBLIC SAFETY
2023,451-TEXAS DEPARTMENT OF BANKING,BELL,COMMUNICATIONS AND UTILITIES,20,451,TEXAS DEPARTMENT OF BANKING
2023,452-TEXAS DEPT OF LICENSING & REGULATION,BELL,COMMUNICATIONS AND UTILITIES,3.48,452,TEXAS DEPT OF LICENSING & REGULATION
2023,529-HEALTH AND HUMAN SERVICES COMMISSION,BELL,COMMUNICATIONS AND UTILITIES,3450.65,529,HEALTH AND HUMAN SERVICES COMMISSION
2023,537-DEPARTMENT OF STATE HEALTH SERVICES,BELL,COMMUNICATIONS AND UTILITIES,4000,537,DEPARTMENT OF STATE HEALTH SERVICES
2023,556-TEXAS A&M AGRILIFE RESEARCH,BELL,COMMUNICATIONS AND UTILITIES,7056.39,556,TEXAS A&M AGRILIFE RESEARCH
2023,575-TEXAS DIVISION OF EMERGENCY MANAGEMENT,BELL,COMMUNICATIONS AND UTILITIES,400,575,TEXAS DIVISION OF EMERGENCY MANAGEMENT
2023,576-TEXAS A&M FOREST SERVICE,BELL,COMMUNICATIONS AND UTILITIES,18.14,576,TEXAS A&M FOREST SERVICE
2023,582-TX COMMISSION ON ENVIRONMENTAL QUALITY,BELL,COMMUNICATIONS AND UTILITIES,192,582,TX COMMISSION ON ENVIRONMENTAL QUALITY
2023,592-STATE SOIL AND WATER CONSERVATION BOARD,BELL,COMMUNICATIONS AND UTILITIES,3279.4,592,STATE SOIL AND WATER CONSERVATION BOARD
2023,601-TEXAS DEPARTMENT OF TRANSPORTATION,BELL,COMMUNICATIONS AND UTILITIES,69244.57,601,TEXAS DEPARTMENT OF TRANSPORTATION
2023,608-TEXAS DEPARTMENT OF MOTOR VEHICLES,BELL,COMMUNICATIONS AND UTILITIES,1617.7,608,TEXAS DEPARTMENT OF MOTOR VEHICLES
2023,696-TEXAS DEPARTMENT OF CRIMINAL JUSTICE,BELL,COMMUNICATIONS AND UTILITIES,111729.48,696,TEXAS DEPARTMENT OF CRIMINAL JUSTICE
2023,709-TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BELL,COMMUNICATIONS AND UTILITIES,1000,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER
2023,770-TEXAS A&M UNIVERSITY-CENTRAL TEXAS,BELL,COMMUNICATIONS AND UTILITIES,55128.77,770,TEXAS A&M UNIVERSITY-CENTRAL TEXAS
2023,802-PARKS & WILDLIFE DEPARTMENT,BELL,COMMUNICATIONS AND UTILITIES,15964.61,802,PARKS & WILDLIFE DEPARTMENT
2023,101-SENATE,BELL,RENTALS AND LEASES,3744,101,SENATE
2023,102-HOUSE OF REPRESENTATIVES,BELL,RENTALS AND LEASES,17749.03,102,HOUSE OF REPRESENTATIVES
2023,301-GOVERNOR - EXECUTIVE,BELL,RENTALS AND LEASES,110,301,GOVERNOR - EXECUTIVE
2023,304-COMPTROLLER OF PUBLIC ACCOUNTS,BELL,RENTALS AND LEASES,350,304,COMPTROLLER OF PUBLIC ACCOUNTS
2023,320-TEXAS WORKFORCE COMMISSION,BELL,RENTALS AND LEASES,968,320,TEXAS WORKFORCE COMMISSION
2023,401-TEXAS MILITARY DEPARTMENT,BELL,RENTALS AND LEASES,45003.36,401,TEXAS MILITARY DEPARTMENT
2023,405-TEXAS DEPARTMENT OF PUBLIC SAFETY,BELL,RENTALS AND LEASES,260423.04,405,TEXAS DEPARTMENT OF PUBLIC SAFETY
2023,529-HEALTH AND HUMAN SERVICES COMMISSION,BELL,RENTALS AND LEASES,1009155.27,529,HEALTH AND HUMAN SERVICES COMMISSION
2023,530-DEPT OF FAMILY & PROTECTIVE SERVICES,BELL,RENTALS AND LEASES,131348,530,DEPT OF FAMILY & PROTECTIVE SERVICES
2023,537-DEPARTMENT OF STATE HEALTH SERVICES,BELL,RENTALS AND LEASES,18905,537,DEPARTMENT OF STATE HEALTH SERVICES
2023,551-DEPARTMENT OF AGRICULTURE,BELL,RENTALS AND LEASES,350,551,DEPARTMENT OF AGRICULTURE
2023,556-TEXAS A&M AGRILIFE RESEARCH,BELL,RENTALS AND LEASES,26023.25,556,TEXAS A&M AGRILIFE RESEARCH
2023,582-TX COMMISSION ON ENVIRONMENTAL QUALITY,BELL,RENTALS AND LEASES,300,582,TX COMMISSION ON ENVIRONMENTAL QUALITY
2023,592-STATE SOIL AND WATER CONSERVATION BOARD,BELL,RENTALS AND LEASES,7607.25,592,STATE SOIL AND WATER CONSERVATION BOARD
2023,601-TEXAS DEPARTMENT OF TRANSPORTATION,BELL,RENTALS AND LEASES,53816.8,601,TEXAS DEPARTMENT OF TRANSPORTATION
2023,644-TEXAS JUVENILE JUSTICE DEPARTMENT,BELL,RENTALS AND LEASES,110,644,TEXAS JUVENILE JUSTICE DEPARTMENT
2023,709-TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,BELL,RENTALS AND LEASES,47000,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER
2023,731-TEXAS WOMAN'S UNIVERSITY,BELL,RENTALS AND LEASES,7800,731,TEXAS WOMAN'S UNIVERSITY
2023,802-PARKS & WILDLIFE DEPARTMENT,BELL,RENTALS AND LEASES,63471.43,802,PARKS & WILDLIFE DEPARTMENT
2023,302-OFFICE OF THE ATTORNEY GENERAL,BELL,CLAIMS AND JUDGMENTS,301516.74,302,OFFICE OF THE ATTORNEY GENERAL
2023,320-TEXAS WORKFORCE COMMISSION,BELL,CLAIMS AND JUDGMENTS,21790.37,320,TEXAS WORKFORCE COMMISSION
2023,454-TEXAS DEPARTMENT OF INSURANCE,BELL,CLAIMS AND JUDGMENTS,9282,454,TEXAS DEPARTMENT OF INSURANCE
2023,902-COMPTROLLER - STATE FISCAL,BELL,CLAIMS AND JUDGMENTS,34547.41,902,COMPTROLLER - STATE FISCAL
2023,305-GENERAL LAND OFFICE,BELL,COST OF GOODS SOLD,168601.85,305,GENERAL LAND OFFICE
2023,696-TEXAS DEPARTMENT OF CRIMINAL JUSTICE,BELL,COST OF GOODS SOLD,463678.71,696,TEXAS DEPARTMENT OF CRIMINAL JUSTICE
2023,770-TEXAS A&M UNIVERSITY-CENTRAL TEXAS,BELL,PRINTING AND REPRODUCTION,2237.66,770,TEXAS A&M UNIVERSITY-CENTRAL TEXAS
2023,802-PARKS & WILDLIFE DEPARTMENT,BELL,PRINTING AND REPRODUCTION,3701.5,802,PARKS & WILDLIFE DEPARTMENT
2023,101-SENATE,BEXAR,SALARIES AND WAGES,844353.61,101,SENATE
2023,102-HOUSE OF REPRESENTATIVES,BEXAR,SALARIES AND WAGES,1151509.97,102,HOUSE OF REPRESENTATIVES
2023,103-TEXAS LEGISLATIVE COUNCIL,BEXAR,SALARIES AND WAGES,270107.9,103,TEXAS LEGISLATIVE COUNCIL
2023,104-LEGISLATIVE BUDGET BOARD,BEXAR,SALARIES AND WAGES,61734.24,104,LEGISLATIVE BUDGET BOARD
2023,201-SUPREME COURT,BEXAR,SALARIES AND WAGES,10888.78,201,SUPREME COURT
2023,211-COURT OF CRIMINAL APPEALS,BEXAR,SALARIES AND WAGES,589397.85,211,COURT OF CRIMINAL APPEALS
2023,212-OFFICE OF COURT ADMINISTRATION,BEXAR,SALARIES AND WAGES,973911.23,212,OFFICE OF COURT ADMINISTRATION
2023,224-4TH COURT OF APPEALS DISTRICT,BEXAR,SALARIES AND WAGES,3220457.04,224,4TH COURT OF APPEALS DISTRICT
2023,233-13TH COURT OF APPEALS DISTRICT,BEXAR,SALARIES AND WAGES,197190,233,13TH COURT OF APPEALS DISTRICT
2023,241-COMPTROLLER - JUDICIARY SECTION,BEXAR,SALARIES AND WAGES,4709605.64,241,COMPTROLLER - JUDICIARY SECTION
2023,301-GOVERNOR - EXECUTIVE,BEXAR,SALARIES AND WAGES,33218.18,301,GOVERNOR - EXECUTIVE
2023,302-OFFICE OF THE ATTORNEY GENERAL,BEXAR,SALARIES AND WAGES,15369583.42,302,OFFICE OF THE ATTORNEY GENERAL
2023,303-TEXAS FACILITIES COMMISSION,BEXAR,SALARIES AND WAGES,488449.69,303,TEXAS FACILITIES COMMISSION
2023,304-COMPTROLLER OF PUBLIC ACCOUNTS,BEXAR,SALARIES AND WAGES,5142080.21,304,COMPTROLLER OF PUBLIC ACCOUNTS
2023,305-GENERAL LAND OFFICE,BEXAR,SALARIES AND WAGES,577695.67,305,GENERAL LAND OFFICE
2023,307-SECRETARY OF STATE,BEXAR,SALARIES AND WAGES,330336.8,307,SECRETARY OF STATE
2023,308-STATE AUDITOR'S OFFICE,BEXAR,SALARIES AND WAGES,222507.07,308,STATE AUDITOR'S OFFICE
2023,312-STATE SECURITIES BOARD,BEXAR,SALARIES AND WAGES,238748,312,STATE SECURITIES BOARD
2023,313-DEPARTMENT OF INFORMATION RESOURCES,BEXAR,SALARIES AND WAGES,305357.57,313,DEPARTMENT OF INFORMATION RESOURCES
2023,320-TEXAS WORKFORCE COMMISSION,BEXAR,SALARIES AND WAGES,15114936.55,320,TEXAS WORKFORCE COMMISSION
2023,323-TEACHER RETIREMENT SYSTEM OF TEXAS,BEXAR,SALARIES AND WAGES,1526149.45,323,TEACHER RETIREMENT SYSTEM OF TEXAS
2023,327-EMPLOYEES RETIREMENT SYSTEM OF TEXAS,BEXAR,SALARIES AND WAGES,25578.26,327,EMPLOYEES RETIREMENT SYSTEM OF TEXAS
2023,329-TEXAS REAL ESTATE COMMISSION,BEXAR,SALARIES AND WAGES,239777.49,329,TEXAS REAL ESTATE COMMISSION
2023,332-TX DEPT OF HOUSING & COMMUNITY AFFAIRS,BEXAR,SALARIES AND WAGES,535577.44,332,TX DEPT OF HOUSING & COMMUNITY AFFAIRS
2023,356-TEXAS ETHICS COMMISSION,BEXAR,SALARIES AND WAGES,107876.09,356,TEXAS ETHICS COMMISSION
2023,360-STATE OFFICE OF ADMINISTRATIVE HEARINGS,BEXAR,SALARIES AND WAGES,242956.36,360,STATE OFFICE OF ADMINISTRATIVE HEARINGS
2023,362-TEXAS LOTTERY COMMISSION,BEXAR,SALARIES AND WAGES,508743.71,362,TEXAS LOTTERY COMMISSION
2023,364-HEALTH PROFESSIONS COUNCIL,BEXAR,SALARIES AND WAGES,42736.93,364,HEALTH PROFESSIONS COUNCIL
2023,401-TEXAS MILITARY DEPARTMENT,BEXAR,SALARIES AND WAGES,49146913.02,401,TEXAS MILITARY DEPARTMENT
2023,403-TEXAS VETERANS COMMISSION,BEXAR,SALARIES AND WAGES,2034585.99,403,TEXAS VETERANS COMMISSION
2023,405-TEXAS DEPARTMENT OF PUBLIC SAFETY,BEXAR,SALARIES AND WAGES,21938976.62,405,TEXAS DEPARTMENT OF PUBLIC SAFETY
2023,407-TX COMMISSION ON LAW ENFORCEMENT,BEXAR,SALARIES AND WAGES,56970,407,TX COMMISSION ON LAW ENFORCEMENT
2023,411-TEXAS COMMISSION ON FIRE PROTECTION,BEXAR,SALARIES AND WAGES,55871.24,411,TEXAS COMMISSION ON FIRE PROTECTION
2023,448-OFFICE OF INJURED EMPLOYEE COUNSEL,BEXAR,SALARIES AND WAGES,499973.11,448,OFFICE OF INJURED EMPLOYEE COUNSEL
2023,451-TEXAS DEPARTMENT OF BANKING,BEXAR,SALARIES AND WAGES,1401285.43,451,TEXAS DEPARTMENT OF BANKING
2023,452-TEXAS DEPT OF LICENSING & REGULATION,BEXAR,SALARIES AND WAGES,325097.04,452,TEXAS DEPT OF LICENSING & REGULATION
2023,454-TEXAS DEPARTMENT OF INSURANCE,BEXAR,SALARIES AND WAGES,3691669.79,454,TEXAS DEPARTMENT OF INSURANCE
2023,455-RAILROAD COMMISSION OF TEXAS,BEXAR,SALARIES AND WAGES,1770995.43,455,RAILROAD COMMISSION OF TEXAS
2023,456-TEXAS STATE BOARD OF PLUMBING EXAMINERS,BEXAR,SALARIES AND WAGES,57410.85,456,TEXAS STATE BOARD OF PLUMBING EXAMINERS
2023,457-TEXAS STATE BOARD OF PUBLIC ACCOUNTANCY,BEXAR,SALARIES AND WAGES,1700,457,TEXAS STATE BOARD OF PUBLIC ACCOUNTANCY
2023,458-TEXAS ALCOHOLIC BEVERAGE COMMISSION,BEXAR,SALARIES AND WAGES,1874324.5,458,TEXAS ALCOHOLIC BEVERAGE COMMISSION
2023,459-TEXAS BOARD OF ARCHITECTURAL EXAMINERS,BEXAR,SALARIES AND WAGES,150,459,TEXAS BOARD OF ARCHITECTURAL EXAMINERS
2023,466-OFFICE OF CONSUMER CREDIT COMMISSION,BEXAR,SALARIES AND WAGES,514911.02,466,OFFICE OF CONSUMER CREDIT COMMISSION
2023,473-PUBLIC UTILITY COMMISSION OF TEXAS,BEXAR,SALARIES AND WAGES,127565.19,473,PUBLIC UTILITY COMMISSION OF TEXAS
2023,476-TEXAS RACING COMMISSION,BEXAR,SALARIES AND WAGES,183916.71,476,TEXAS RACING COMMISSION
2023,477-COMM ON STATE EMERGENCY COMMUNICATIONS,BEXAR,SALARIES AND WAGES,67668.37,477,COMM ON STATE EMERGENCY COMMUNICATIONS
2023,479-STATE OFFICE OF RISK MANAGEMENT,BEXAR,SALARIES AND WAGES,62888.45,479,STATE OFFICE OF RISK MANAGEMENT
2023,503-TEXAS MEDICAL BOARD,BEXAR,SALARIES AND WAGES,53885.36,503,TEXAS MEDICAL BOARD
2023,506-UT MD ANDERSON CANCER CENTER,BEXAR,SALARIES AND WAGES,99757.33,506,UT MD ANDERSON CANCER CENTER
2023,507-TEXAS BOARD OF NURSING,BEXAR,SALARIES AND WAGES,74023.82,507,TEXAS BOARD OF NURSING
2023,508-TEXAS BOARD OF CHIROPRACTIC EXAMINERS,BEXAR,SALARIES AND WAGES,55537.33,508,TEXAS BOARD OF CHIROPRACTIC EXAMINERS
2023,510-TX BEHAVIORAL HEALTH EXECUTIVE COUNCIL,BEXAR,SALARIES AND WAGES,42430,510,TX BEHAVIORAL HEALTH EXECUTIVE COUNCIL
2023,514-TEXAS OPTOMETRY BOARD,BEXAR,SALARIES AND WAGES,17248.66,514,TEXAS OPTOMETRY BOARD
2023,515-TEXAS STATE BOARD OF PHARMACY,BEXAR,SALARIES AND WAGES,232216.96,515,TEXAS STATE BOARD OF PHARMACY
2023,529-HEALTH AND HUMAN SERVICES COMMISSION,BEXAR,SALARIES AND WAGES,138178423.53,529,HEALTH AND HUMAN SERVICES COMMISSION
2023,530-DEPT OF FAMILY & PROTECTIVE SERVICES,BEXAR,SALARIES AND WAGES,62661162.65,530,DEPT OF FAMILY & PROTECTIVE SERVICES
2023,537-DEPARTMENT OF STATE HEALTH SERVICES,BEXAR,SALARIES AND WAGES,15412310.87,537,DEPARTMENT OF STATE HEALTH SERVICES
2023,551-DEPARTMENT OF AGRICULTURE,BEXAR,SALARIES AND WAGES,1855515.74,551,DEPARTMENT OF AGRICULTURE
2023,554-TEXAS ANIMAL HEALTH COMMISSION,BEXAR,SALARIES AND WAGES,98804.33,554,TEXAS ANIMAL HEALTH COMMISSION
2023,555-TEXAS A&M AGRILIFE EXTENSION SERVICE,BEXAR,SALARIES AND WAGES,482457.87,555,TEXAS A&M AGRILIFE EXTENSION SERVICE
2023,556-TEXAS A&M AGRILIFE RESEARCH,BEXAR,SALARIES AND WAGES,65350.97,556,TEXAS A&M AGRILIFE RESEARCH
2023,575-TEXAS DIVISION OF EMERGENCY MANAGEMENT,BEXAR,SALARIES AND WAGES,1166444.65,575,TEXAS DIVISION OF EMERGENCY MANAGEMENT
2023,576-TEXAS A&M FOREST SERVICE,BEXAR,SALARIES AND WAGES,94652.29,576,TEXAS A&M FOREST SERVICE
2023,580-TEXAS WATER DEVELOPMENT BOARD,BEXAR,SALARIES AND WAGES,239465.45,580,TEXAS WATER DEVELOPMENT BOARD
2023,582-TX COMMISSION ON ENVIRONMENTAL QUALITY,BEXAR,SALARIES AND WAGES,5695387.99,582,TX COMMISSION ON ENVIRONMENTAL QUALITY
2023,601-TEXAS DEPARTMENT OF TRANSPORTATION,BEXAR,SALARIES AND WAGES,29157638.16,601,TEXAS DEPARTMENT OF TRANSPORTATION
2023,608-TEXAS DEPARTMENT OF MOTOR VEHICLES,BEXAR,SALARIES AND WAGES,1052060.53,608,TEXAS DEPARTMENT OF MOTOR VEHICLES
2023,644-TEXAS JUVENILE JUSTICE DEPARTMENT,BEXAR,SALARIES AND WAGES,2062261.74,644,TEXAS JUVENILE JUSTICE DEPARTMENT
2023,696-TEXAS DEPARTMENT OF CRIMINAL JUSTICE,BEXAR,SALARIES AND WAGES,36667880.24,696,TEXAS DEPARTMENT OF CRIMINAL JUSTICE
